at,gate,outcome,runtime,environment,evidence,output_sha256
2026-09-23T07:10:18Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7e485c9a58e1b693ae9bf64ca68b876ee4aea14a7b6465b6af4668d70c02bed4
2026-09-23T07:10:18Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 42 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,8141916d8c2272ca76a7e6f223ba824a35e2c961b52990d59fd3a6595d14c9ff
2026-09-23T07:10:18Z,gate-family,out-of-tolerance,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 28 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,838b3d6cc0771d36187ed098ae27e35147743ad2e9bfd46290e074584e75ab56
2026-09-23T07:10:18Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,4a9850e2747ee7ea5b353e4fbfde8822626f293504558bbb803501f49ebda4a2
2026-09-23T07:10:18Z,gate-calibration,void,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration: 1 finding(s) at 2026-09-23T07:10:56Z,f7f265a2d1784c1b7d33fc61ed7d56f6e8c5c348c5ba05987050c4813aa3e69f
2026-09-23T07:10:18Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,6da93c0a912974fa32be5a3f2b843fbeec333b50770511e39c7d5e689f681421
2026-09-23T07:10:18Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,c94b7838529f168aff58294d9c8474cdc84f843bfb5f02accc2d5473de43c4a2
2026-09-23T07:10:18Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,275e2d5cfd99a3a9a1337e9d2c01a86458aa74eae654846b352fb332ff2f1c45
2026-09-23T07:10:18Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,29713b7fcbaea82f429faa6ed677c0b17a5601399beeae6561572ad29608cf65
2026-09-23T07:10:18Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,518c6361151ce5d0caab9599ac597cf2bb37177d1d05bd9d88bb122c191b04cb
2026-09-23T07:10:18Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",e452bfe13816986e943efb0ea60e5fe8e79ff6d0f346a0b4b6cb8d0bd3c907b8
2026-09-23T07:10:18Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",38081f8f4dbc31d2f36784f2fb83c9077fa1f2c2947372fb111d050964f2512b
2026-09-23T07:10:18Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-23T07:10:18Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-23T07:10:18Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,9bdda57babeb39baf6f61f4f43774d64e142dfc0dfe4214a42ae9897e6f50092
2026-09-23T07:10:18Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,91606eaaa43f75f8b0cca99dce8cbb10c58e33c82c9b90fc813e09fd67516e26
2026-09-23T07:10:18Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,af7a1999cc722c36889bba405ac1dd93d52dd00d79c773cfc212603525cbce5f
2026-09-23T07:10:18Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,15f3742c8afa373f93d6d372f84fd1448bd3152fb3dd00db4f48d4736b41b47f
2026-09-23T07:13:19Z,gate-version,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-version: gate-version control: 3 of 3 planted defect(s) named; baseline green | heldout gate-version: gate-version-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,507d15f3c9682dfa6f6c70a5e8fea2e21f2586557a1a365be659bf4a3705ad84
2026-09-23T07:13:19Z,gate-claims,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_claims.py: 40 test(s) | heldout gate-claims: gate-claims-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,897423ff4c3150bc3ddb0184419aa9ed8fe42945d1f66a72a3b9780f7025a397
2026-09-23T07:13:19Z,gate-spec,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec.py: 72 test(s) | heldout gate-spec: gate-spec-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,b0beb20387d291b34efbee5ceb332051fc46b72a907092bafb1e433c9bc7d2bc
2026-09-23T07:13:19Z,gate-spec-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec_bundle.py: 43 test(s) | heldout gate-spec-mirror: gate-spec-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,fc9f0e1b60a20f0f5159d8914b262bf25f7100e69498065692e9325f80e8b611
2026-09-23T07:13:19Z,gate-records-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_records_bundle.py: 90 test(s) | heldout gate-records-mirror: gate-records-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,f2836167923d2891edb5f5125690caa0388b933371cc0010207eb30df3b9c4bb
2026-09-23T07:13:19Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7e485c9a58e1b693ae9bf64ca68b876ee4aea14a7b6465b6af4668d70c02bed4
2026-09-23T07:13:19Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 42 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,d60a4c043e98b5b0b92ec03bbb8777f5d19cf35627f9bcf420a7fe634af9a5ec
2026-09-23T07:13:19Z,gate-family,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 28 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,7f74996960b4b66c8e818c58359b452b8455ff09817825b4255c2a43a80aeb9c
2026-09-23T07:13:19Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,4a9850e2747ee7ea5b353e4fbfde8822626f293504558bbb803501f49ebda4a2
2026-09-23T07:13:19Z,gate-calibration,void,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration: 1 finding(s) at 2026-09-23T07:13:57Z,18bd4e0c7dbe0141620bd69e5054b12c73bd15e648b0feb8280395e7c84aeafc
2026-09-23T07:13:19Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,9da1f0aefe7086f13527fe39077204abec597c14e2bd9a97fee5a391f1bcdb3c
2026-09-23T07:13:19Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,23cf93bb45ff6eaf088ac27ca0d42fd95b723f6df3823f108533f1f0dbe02534
2026-09-23T07:13:19Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,d96205261731d31691ccdde429b082c6a2b6eb7a79b7d3950353bde8a8da7579
2026-09-23T07:13:19Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,efa2c19ece1d0f0e8fd24a55befe0a6f0e7b330b3a6851e6fb396347ef29c6c0
2026-09-23T07:13:19Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,c876cd22746301690d53e1e8d6ea287977de8d8c7266f8f4571a87ba1619819d
2026-09-23T07:13:19Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",ac1eb5520bcb28403cb687d3536458bd4a12512e06596e7d4464af5758906c34
2026-09-23T07:13:19Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",aa820f9c367453dd01057bd6507472e0518a4e6f341f05d44ab8a1a9edadb964
2026-09-23T07:13:19Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-23T07:13:19Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-23T07:13:19Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,23029f59de87e2ca3940e277911af9b05f98e50b63f29f179fe2c4226245d208
2026-09-23T07:13:19Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,91606eaaa43f75f8b0cca99dce8cbb10c58e33c82c9b90fc813e09fd67516e26
2026-09-23T07:13:19Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,36d47f2b744c1ead4971853f5bdd376f3ed8185f88df6854593f958cc5532f62
2026-09-23T07:13:19Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,aa1042b7c276e3693f80e050d723e6b1ecc136691b66f10301b3ee20d140e78b
2026-09-23T07:15:54Z,gate-version,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-version: gate-version control: 3 of 3 planted defect(s) named; baseline green | heldout gate-version: gate-version-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,507d15f3c9682dfa6f6c70a5e8fea2e21f2586557a1a365be659bf4a3705ad84
2026-09-23T07:15:54Z,gate-claims,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_claims.py: 40 test(s) | heldout gate-claims: gate-claims-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,897423ff4c3150bc3ddb0184419aa9ed8fe42945d1f66a72a3b9780f7025a397
2026-09-23T07:15:54Z,gate-spec,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec.py: 72 test(s) | heldout gate-spec: gate-spec-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,b0beb20387d291b34efbee5ceb332051fc46b72a907092bafb1e433c9bc7d2bc
2026-09-23T07:15:54Z,gate-spec-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec_bundle.py: 43 test(s) | heldout gate-spec-mirror: gate-spec-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,3c79ae7c4090e4f02d8ca35461d68a9d20d88881d35c68586aa502ff344bf5bf
2026-09-23T07:15:54Z,gate-records-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_records_bundle.py: 90 test(s) | heldout gate-records-mirror: gate-records-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,ab0eb8587ca597444e77ebaa449e8f9ab4bfbbbef918e8a137312b0b103dcb0b
2026-09-23T07:15:54Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7e485c9a58e1b693ae9bf64ca68b876ee4aea14a7b6465b6af4668d70c02bed4
2026-09-23T07:15:54Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 42 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,e3f50a810da44eec6392dc91e9e3293917c32df97fcd16452164cff63f8d977e
2026-09-23T07:15:54Z,gate-family,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 28 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,9d3c06277f11670e26bf00bb00d10408fd181644b26c2a752cebaec36ad18df4
2026-09-23T07:15:54Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,65785ee37d48e755d8849ee5632f88c23812eaeb4797bd6d1c19c561c17dcc43
2026-09-23T07:15:54Z,gate-calibration,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,fa16d82be955f730b9891bb734c59d19d5c44e61cee95ae4d4b280c30eaee377
2026-09-23T07:15:54Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,db13f7253fcf61d5d5fa3dcbc036ebe43e000b2e4f63dc4a9b3e91f2822a8b09
2026-09-23T07:15:54Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,52aecd060f9877ae689d9abd1a78694d5653846db861ca8d2138babbbe7b55ad
2026-09-23T07:15:54Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,27e4f8673b50288debbf1d316c6a65560cdc1549acc9562c73430e2f9d83e822
2026-09-23T07:15:54Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,a61410bd2e5f3c472c2e72b0b1b786e9c5f6728dc905f342f0e88bd90b7f1256
2026-09-23T07:15:54Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,974580b892238e745f6060ed885ddf30f184b0b2f68949277c2050be64f364f4
2026-09-23T07:15:54Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",f017445514c4197948d8b1ad1fae5bffe9e12411e9b6fe6617342032dbbbcd47
2026-09-23T07:15:54Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",fe509737c41397fce878b9ab1bce67a38c58481e4d19f5e0cbacfbb1785a68bb
2026-09-23T07:15:54Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-23T07:15:54Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-23T07:15:54Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,783a9d0c935619692a728fe6566377eb1de554fdfffe083befc4f36946fdda55
2026-09-23T07:15:54Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,00f68dc9530fc0df404e43e01c5a8f3baf4bea3489b9d208529c89828a8a45a2
2026-09-23T07:15:54Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,725682e716d0c2755ae62756a5d5f7f42e461f90a68b0b313abe977f9dbb7720
2026-09-23T07:15:54Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,a72ceed07c380681f3f9eb3dbd6bb6b0ef668a19de4dff29bc782f5e325accc2
2026-09-23T12:45:00Z,gate-workorder,red-capable,0.1.0,python 3.14.2 on Darwin arm64,tests/test_workorder.py: 34 test(s),ddac180b216ae9502b3b74ea401490bb5550e158618b9f8bddb8d4133d44e989
2026-09-23T12:56:26Z,gate-workorder,red-capable,0.1.0,python 3.14.2 on Darwin arm64,tests/test_workorder.py: 38 test(s),32c05d7625c072a5fd20100c1bd77920a76cb6ba073b2a7b98f12445ed30636a
2026-09-23T13:25:07Z,gate-workorder,void,0.1.0,python 3.14.2 on Darwin arm64,"tests/test_workorder.py: 38 test(s) | heldout gate-workorder: $AERO_CONTROLS names no controls directory, so the held-out control could not run",da729875e984c1e2bcd0ff422fa7811734ce501298460e75591a7f00a95d389c
2026-09-23T13:30:52Z,gate-workorder,red-capable,0.1.0,python 3.14.2 on Darwin arm64,tests/test_workorder.py: 38 test(s) | heldout gate-workorder: gate-workorder-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,2da104f0177cd3a37660918ad14a79ea74d8fe8e1bd27fd64a0b5248804fbf9b
2026-09-23T17:45:00Z,gate-qualification,red-capable,0.1.0,python 3.14.2 on Darwin arm64,tests/test_qualification.py: 57 test(s) | heldout gate-qualification: gate-qualification-heldout: 12 of 12 held-out mutant(s) RED-CAPABLE,19a8839235c5538793395c90ea48f5de84fa9cdebbad6ebc54b913bd0f3fbf20
2026-09-23T19:15:00Z,gate-identifiers,red-capable,0.1.0,python 3.14.2 on Darwin arm64,tests/test_families.py: 73 test(s) | heldout gate-identifiers: gate-identifiers-heldout: 13 of 13 held-out mutant(s) RED-CAPABLE,096d5f32622d09b02cd71af461f73c709eeb7cb0919c654db809fbae7ddfbe33
2026-09-24T18:12:24Z,gate-version,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-version: gate-version control: 3 of 3 planted defect(s) named; baseline green | heldout gate-version: gate-version-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,4f6950fa7316b233ebe4e1eeccfc98eccdd0a0a48bb0d032eb38ca2946845655
2026-09-24T18:12:24Z,gate-workorder,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_workorder.py: 38 test(s) | heldout gate-workorder: gate-workorder-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,1e7a4fac3966880dca874e8c94c32527caaeb5cd153ad423c040507d11644711
2026-09-24T18:12:24Z,gate-claims,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_claims.py: 49 test(s) | heldout gate-claims: gate-claims-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,a6f09047c1fc9d232a536ee95fb4e34e688bc15738d84e1e3fa831bd9c128ee2
2026-09-24T18:12:24Z,gate-qualification,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_qualification.py: 59 test(s) | heldout gate-qualification: gate-qualification-heldout: 12 of 12 held-out mutant(s) RED-CAPABLE,54c567542ff17b83bf0b068f52a2154973bfe779230fdf16b8d7e4da8dabc4c0
2026-09-24T18:12:24Z,gate-identifiers,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_families.py: 73 test(s) | heldout gate-identifiers: gate-identifiers-heldout: 13 of 13 held-out mutant(s) RED-CAPABLE,f199d28fac8f56d89f07b0f5b2e2737cf6702f4770e8f732a654f42d82556172
2026-09-24T18:12:24Z,gate-spec,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec.py: 72 test(s) | heldout gate-spec: gate-spec-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,4147c2911d84c4e69b28af278ba155baf9ff5bfea96945b2d7c584c900459ca1
2026-09-24T18:12:24Z,gate-spec-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec_bundle.py: 43 test(s) | heldout gate-spec-mirror: gate-spec-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,9c64388d4f15a95a5614d4df33fdf00404c655fdb93cddc31f611b6f559a918d
2026-09-24T18:12:24Z,gate-records-mirror,out-of-tolerance,0.1.0,python 3.14.4 on Darwin arm64,tests/test_records_bundle.py: 20 test(s) | heldout gate-records-mirror: no verdict line,45baa30276e776f21b9aed613675f00b2ce426614544c65bb942699596d4f4a2
2026-09-24T18:12:24Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,4a159ce28e8fc8c13a529bbbc8c04ab7242f01bfa0337b2bc1428472446d9c21
2026-09-24T18:12:24Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 47 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,24ff950a00a785c0faaa4eb27dfb5d6e0c69f55a23c0012b6a4b94da3b02806a
2026-09-24T18:12:24Z,gate-retired,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_retired_names.py: 24 test(s) | heldout gate-retired: gate-retired-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,d7ce26688d72a45c025e1e1b8c228304659ef251e885b5c7825c4fd6318fff8d
2026-09-24T18:12:24Z,gate-family,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 44 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,249babf5825978b0f8970f63d4f2ed798134ea40bb548adf4aa7e4679abc085e
2026-09-24T18:12:24Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,fe0153c6e7d290391f630c116145e9450642d5a9ee1e6dd3725ee13dfde97c1a
2026-09-24T18:12:24Z,gate-calibration,void,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration: 1 finding(s) at 2026-09-24T18:13:17Z,8cb47a4a540c815623323acbdee05e03b80574694be1fa4be91a7575b1c76e30
